fold,group_type,train_len,val_len,train_perc,val_perc,train_active_perc,train_inactive_perc,val_active_perc,val_inactive_perc,test_active_perc,test_inactive_perc,num_leaking_uniprot,num_leaking_smiles,disabled_embeddings,val_loss,val_acc,val_f1_score,val_hp_metric,val_opt_score,val_precision,val_recall,val_roc_auc,test_loss,test_acc,test_f1_score,test_hp_metric,test_opt_score,test_precision,test_recall,test_roc_auc,hparam_hidden_dim,hparam_batch_size,hparam_learning_rate,hparam_dropout,hparam_join_embeddings,hparam_smote_k_neighbors,train_unique_groups,val_unique_groups
0,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,47,119,,0.31238314509391785,0.8604651093482971,0.7321428656578064,0.8604651093482971,1.5926079750061035,0.7321428656578064,0.7321428656578064,0.9420485496520996,1.939396619796753,0.692307710647583,0.0,0.692307710647583,0.692307710647583,0.0,0.0,0.25,768,16,0.00026209673582287303,0.15595163702781767,concat,8,,
0,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,47,119,disabled smiles,0.3877067267894745,0.8325581550598145,0.699999988079071,0.8325581550598145,1.5325582027435303,0.65625,0.75,0.8779761791229248,0.7329256534576416,0.692307710647583,0.0,0.692307710647583,0.692307710647583,0.0,0.0,0.1666666865348816,768,16,0.00026209673582287303,0.15595163702781767,concat,8,,
0,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,47,119,disabled poi,0.40116432309150696,0.804651141166687,0.6666666865348816,0.804651141166687,1.4713177680969238,0.6000000238418579,0.75,0.8862309455871582,0.43844857811927795,0.692307710647583,0.0,0.692307710647583,0.692307710647583,0.0,0.0,0.6666666269302368,768,16,0.00026209673582287303,0.15595163702781767,concat,8,,
0,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,47,119,disabled e3,0.3583727478981018,0.8279069662094116,0.6725663542747498,0.8279069662094116,1.5004732608795166,0.6666666865348816,0.6785714030265808,0.8927448391914368,0.6680293679237366,0.8461538553237915,0.0,0.8461538553237915,0.8461538553237915,0.0,0.0,0.0,768,16,0.00026209673582287303,0.15595163702781767,concat,8,,
0,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,47,119,disabled cell,0.4297591745853424,0.7488372325897217,0.5,0.7488372325897217,1.2488372325897217,0.5192307829856873,0.4821428656578064,0.8358603119850159,0.6016330122947693,0.9230769276618958,0.0,0.9230769276618958,0.9230769276618958,0.0,0.0,0.0,768,16,0.00026209673582287303,0.15595163702781767,concat,8,,
0,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,47,119,disabled poi e3 smiles,0.5207074880599976,0.7581395506858826,0.6231883764266968,0.7581395506858826,1.3813278675079346,0.5243902206420898,0.7678571343421936,0.8305256366729736,0.6405979990959167,0.6153846383094788,0.0,0.6153846383094788,0.6153846383094788,0.0,0.0,0.4166666865348816,768,16,0.00026209673582287303,0.15595163702781767,concat,8,,
0,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,47,119,disabled poi e3 cell,0.5983416438102722,0.6558139324188232,0.5066666603088379,0.6558139324188232,1.1624805927276611,0.40425533056259155,0.6785714030265808,0.7483714818954468,0.7343876957893372,0.4615384638309479,0.2222222238779068,0.4615384638309479,0.6837607026100159,0.125,1.0,0.75,768,16,0.00026209673582287303,0.15595163702781767,concat,8,,
1,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,47,102,,0.546760618686676,0.8093023300170898,0.6554622054100037,0.8093023300170898,1.4647645950317383,0.6190476417541504,0.6964285969734192,0.8651168346405029,0.7151666283607483,0.9230769276618958,0.0,0.9230769276618958,0.9230769276618958,0.0,0.0,0.25,768,32,0.0001549622508312974,0.181524734412282,sum,12,,
1,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,47,102,disabled smiles,0.5351852774620056,0.7488372325897217,0.5714285969734192,0.7488372325897217,1.320265769958496,0.5142857432365417,0.6428571343421936,0.7963274717330933,0.8609431982040405,0.692307710647583,0.0,0.692307710647583,0.692307710647583,0.0,0.0,0.0,768,32,0.0001549622508312974,0.181524734412282,sum,12,,
1,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,47,102,disabled poi,0.5258992910385132,0.7581395506858826,0.6060606241226196,0.7581395506858826,1.3642001152038574,0.5263158082962036,0.7142857313156128,0.8108153343200684,0.4450073540210724,0.7692307829856873,0.0,0.7692307829856873,0.7692307829856873,0.0,0.0,0.5833333730697632,768,32,0.0001549622508312974,0.181524734412282,sum,12,,
1,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,47,102,disabled e3,0.4997367560863495,0.7627906799316406,0.5920000076293945,0.7627906799316406,1.3547906875610352,0.5362318754196167,0.6607142686843872,0.8225516676902771,0.6263074278831482,0.8461538553237915,0.0,0.8461538553237915,0.8461538553237915,0.0,0.0,0.0,768,32,0.0001549622508312974,0.181524734412282,sum,12,,
1,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,47,102,disabled cell,0.5610433220863342,0.7255814075469971,0.5755395889282227,0.7255814075469971,1.3011209964752197,0.4819277226924896,0.7142857313156128,0.8027852773666382,0.6773377656936646,0.7692307829856873,0.0,0.7692307829856873,0.7692307829856873,0.0,0.0,0.08333331346511841,768,32,0.0001549622508312974,0.181524734412282,sum,12,,
1,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,47,102,disabled poi e3 smiles,0.5669384598731995,0.734883725643158,0.4672897160053253,0.734883725643158,1.2021734714508057,0.4901960790157318,0.4464285671710968,0.7541553974151611,0.6137514710426331,0.7692307829856873,0.0,0.7692307829856873,0.7692307829856873,0.0,0.0,0.25,768,32,0.0001549622508312974,0.181524734412282,sum,12,,
