fold,group_type,train_len,val_len,train_perc,val_perc,train_active_perc,train_inactive_perc,val_active_perc,val_inactive_perc,test_active_perc,test_inactive_perc,num_leaking_uniprot,num_leaking_smiles,disabled_embeddings,val_loss,val_acc,val_f1_score,val_hp_metric,val_opt_score,val_precision,val_recall,val_roc_auc,test_loss,test_acc,test_f1_score,test_hp_metric,test_opt_score,test_precision,test_recall,test_roc_auc,hparam_hidden_dim,hparam_batch_size,hparam_learning_rate,hparam_dropout,hparam_join_embeddings,hparam_smote_k_neighbors,train_unique_groups,val_unique_groups
0,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,47,119,,0.3239292800426483,0.8790697455406189,0.75,0.8790697455406189,1.6290698051452637,0.8125,0.6964285969734192,0.9490116834640503,0.8376016616821289,0.8461538553237915,0.0,0.8461538553237915,0.8461538553237915,0.0,0.0,0.08333331346511841,256,8,0.00015055229456787682,0.17789703864085,sum,5,,
0,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,47,119,disabled smiles,0.4480535387992859,0.7581395506858826,0.6578947305679321,0.7581395506858826,1.41603422164917,0.5208333134651184,0.8928571343421936,0.8862870335578918,0.9617902040481567,0.692307710647583,0.0,0.692307710647583,0.692307710647583,0.0,0.0,0.0,256,8,0.00015055229456787682,0.17789703864085,sum,5,,
0,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,47,119,disabled poi,0.2814064621925354,0.8558139801025391,0.730434775352478,0.8558139801025391,1.586248755455017,0.7118644118309021,0.75,0.9401392340660095,0.4942900836467743,0.8461538553237915,0.0,0.8461538553237915,0.8461538553237915,0.0,0.0,0.5,256,8,0.00015055229456787682,0.17789703864085,sum,5,,
0,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,47,119,disabled e3,0.3142128884792328,0.8651162981987,0.7716535329818726,0.8651162981987,1.6367697715759277,0.6901408433914185,0.875,0.9426100254058838,0.7613807320594788,0.7692307829856873,0.0,0.7692307829856873,0.7692307829856873,0.0,0.0,0.08333331346511841,256,8,0.00015055229456787682,0.17789703864085,sum,5,,
0,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,47,119,disabled cell,0.3030167818069458,0.8744186162948608,0.7692307829856873,0.8744186162948608,1.6436493396759033,0.7377049326896667,0.8035714030265808,0.9343553781509399,0.5689401030540466,0.9230769276618958,0.0,0.9230769276618958,0.9230769276618958,0.0,0.0,0.08333331346511841,256,8,0.00015055229456787682,0.17789703864085,sum,5,,
0,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,47,119,disabled poi e3 smiles,0.5164844989776611,0.7674418687820435,0.5901639461517334,0.7674418687820435,1.3576058149337769,0.5454545617103577,0.6428571343421936,0.8237870931625366,0.6800212860107422,0.6153846383094788,0.0,0.6153846383094788,0.6153846383094788,0.0,0.0,0.25,256,8,0.00015055229456787682,0.17789703864085,sum,5,,
0,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,47,119,disabled poi e3 cell,0.3377132713794708,0.8465116024017334,0.6597937941551208,0.8465116024017334,1.506305456161499,0.7804877758026123,0.5714285969734192,0.930199921131134,0.48661401867866516,0.9230769276618958,0.0,0.9230769276618958,0.9230769276618958,0.0,0.0,0.1666666865348816,256,8,0.00015055229456787682,0.17789703864085,sum,5,,
1,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,47,102,,0.5331271290779114,0.7720929980278015,0.6573426723480225,0.7720929980278015,1.4294357299804688,0.540229856967926,0.8392857313156128,0.8574798107147217,0.6893498301506042,0.7692307829856873,0.0,0.7692307829856873,0.7692307829856873,0.0,0.0,0.0,768,8,1.7611247532914638e-05,0.6169209965934128,sum,13,,
1,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,47,102,disabled smiles,0.5293746590614319,0.7441860437393188,0.6153846383094788,0.7441860437393188,1.3595707416534424,0.5057471394538879,0.7857142686843872,0.8174415826797485,0.8454910516738892,0.692307710647583,0.0,0.692307710647583,0.692307710647583,0.0,0.0,0.0,768,8,1.7611247532914638e-05,0.6169209965934128,sum,13,,
1,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,47,102,disabled poi,0.5208126902580261,0.8093023300170898,0.6238532066345215,0.8093023300170898,1.4331555366516113,0.6415094137191772,0.6071428656578064,0.8542789816856384,0.7446652054786682,0.8461538553237915,0.0,0.8461538553237915,0.8461538553237915,0.0,0.0,0.0,768,8,1.7611247532914638e-05,0.6169209965934128,sum,13,,
1,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,47,102,disabled e3,0.5466347336769104,0.800000011920929,0.6666666865348816,0.800000011920929,1.4666666984558105,0.5890411138534546,0.7678571343421936,0.8515273928642273,0.683765709400177,0.9230769276618958,0.0,0.9230769276618958,0.9230769276618958,0.0,0.0,0.0,768,8,1.7611247532914638e-05,0.6169209965934128,sum,13,,
1,random,859,215,0.7998137802607076,0.20018621973929238,0.259604190919674,0.740395809080326,0.26046511627906976,0.7395348837209302,0.07692307692307693,0.9230769230769231,47,102,disabled cell,0.5907241106033325,0.7813953757286072,0.6569343209266663,0.7813953757286072,1.4383296966552734,0.5555555820465088,0.8035714030265808,0.8479335308074951,0.7528101801872253,0.8461538553237915,0.0,0.8461538553237915,0.8461538553237915,0.0,0.0,0.0,768,8,1.7611247532914638e-05,0.6169209965934128,sum,13,,
